File,ID,Identity
IGLM_sars_COV2.fasta,sequence_52,0.9464285714285714
IGLM_sars_COV2.fasta,sequence_53,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_54,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_55,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_56,0.8849557522123894
IGLM_sars_COV2.fasta,sequence_57,0.896551724137931
IGLM_sars_COV2.fasta,sequence_58,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_59,0.911504424778761
IGLM_sars_COV2.fasta,sequence_60,0.9026548672566371
IGLM_sars_COV2.fasta,sequence_61,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_62,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_63,0.9646017699115044
IGLM_sars_COV2.fasta,sequence_64,0.911504424778761
IGLM_sars_COV2.fasta,sequence_65,0.8761061946902655
IGLM_sars_COV2.fasta,sequence_66,0.9026548672566371
IGLM_sars_COV2.fasta,sequence_67,0.9459459459459459
IGLM_sars_COV2.fasta,sequence_68,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_69,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_70,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_71,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_72,0.8632478632478633
IGLM_sars_COV2.fasta,sequence_73,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_74,0.8771929824561403
IGLM_sars_COV2.fasta,sequence_75,0.8761061946902655
IGLM_sars_COV2.fasta,sequence_76,0.8620689655172413
IGLM_sars_COV2.fasta,sequence_77,0.8869565217391304
IGLM_sars_COV2.fasta,sequence_78,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_79,0.8793103448275862
IGLM_sars_COV2.fasta,sequence_80,0.8771929824561403
IGLM_sars_COV2.fasta,sequence_81,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_82,0.8620689655172413
IGLM_sars_COV2.fasta,sequence_83,0.8596491228070176
IGLM_sars_COV2.fasta,sequence_84,0.8793103448275862
IGLM_sars_COV2.fasta,sequence_85,0.9035087719298246
IGLM_sars_COV2.fasta,sequence_86,0.8888888888888888
IGLM_sars_COV2.fasta,sequence_87,0.9196428571428571
IGLM_sars_COV2.fasta,sequence_88,0.825
IGLM_sars_COV2.fasta,sequence_89,0.8869565217391304
IGLM_sars_COV2.fasta,sequence_90,0.896551724137931
IGLM_sars_COV2.fasta,sequence_91,0.9464285714285714
IGLM_sars_COV2.fasta,sequence_92,0.9026548672566371
IGLM_sars_COV2.fasta,sequence_93,0.8596491228070176
IGLM_sars_COV2.fasta,sequence_94,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_95,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_96,0.9026548672566371
IGLM_sars_COV2.fasta,sequence_97,0.853448275862069
IGLM_sars_COV2.fasta,sequence_98,0.8803418803418803
IGLM_sars_COV2.fasta,sequence_99,0.8706896551724138
IGLM_sars_COV2.fasta,sequence_100,0.8596491228070176
IGLM_sars_COV2.fasta,sequence_101,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_102,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_103,0.8571428571428571
IGLM_sars_COV2.fasta,sequence_104,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_105,0.8803418803418803
IGLM_sars_COV2.fasta,sequence_106,0.8782608695652174
IGLM_sars_COV2.fasta,sequence_107,0.9469026548672567
IGLM_sars_COV2.fasta,sequence_108,0.8771929824561403
IGLM_sars_COV2.fasta,sequence_109,0.8771929824561403
IGLM_sars_COV2.fasta,sequence_110,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_111,0.8620689655172413
IGLM_sars_COV2.fasta,sequence_112,0.8672566371681416
IGLM_sars_COV2.fasta,sequence_113,0.853448275862069
IGLM_sars_COV2.fasta,sequence_114,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_115,0.9279279279279279
IGLM_sars_COV2.fasta,sequence_116,0.8928571428571429
IGLM_sars_COV2.fasta,sequence_117,0.8717948717948718
IGLM_sars_COV2.fasta,sequence_118,0.8728813559322034
IGLM_sars_COV2.fasta,sequence_119,0.8508771929824561
IGLM_sars_COV2.fasta,sequence_120,0.8672566371681416
IGLM_sars_COV2.fasta,sequence_121,0.911504424778761
IGLM_sars_COV2.fasta,sequence_122,0.8782608695652174
IGLM_sars_COV2.fasta,sequence_123,0.918918918918919
IGLM_sars_COV2.fasta,sequence_124,0.875
IGLM_sars_COV2.fasta,sequence_125,0.8508771929824561
IGLM_sars_COV2.fasta,sequence_126,0.9285714285714286
IGLM_sars_COV2.fasta,sequence_127,0.9642857142857143
IGLM_sars_COV2.fasta,sequence_128,0.9107142857142857
IGLM_sars_COV2.fasta,sequence_129,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_130,0.8521739130434782
IGLM_sars_COV2.fasta,sequence_131,0.9734513274336283
IGLM_sars_COV2.fasta,sequence_132,0.918918918918919
IGLM_sars_COV2.fasta,sequence_133,0.8888888888888888
IGLM_sars_COV2.fasta,sequence_134,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_135,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_136,0.9279279279279279
IGLM_sars_COV2.fasta,sequence_137,0.8849557522123894
IGLM_sars_COV2.fasta,sequence_138,0.9217391304347826
IGLM_sars_COV2.fasta,sequence_139,0.9285714285714286
IGLM_sars_COV2.fasta,sequence_140,0.9009009009009009
IGLM_sars_COV2.fasta,sequence_141,0.8608695652173913
IGLM_sars_COV2.fasta,sequence_142,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_143,0.8695652173913043
IGLM_sars_COV2.fasta,sequence_144,0.9035087719298246
IGLM_sars_COV2.fasta,sequence_145,0.9279279279279279
IGLM_sars_COV2.fasta,sequence_146,0.864406779661017
IGLM_sars_COV2.fasta,sequence_147,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_148,0.9369369369369369
IGLM_sars_COV2.fasta,sequence_149,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_150,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_151,0.8706896551724138
IGLM_sars_COV2.fasta,sequence_152,0.868421052631579
IGLM_sars_COV2.fasta,sequence_153,0.8956521739130435
IGLM_sars_COV2.fasta,sequence_154,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_155,0.8672566371681416
IGLM_sars_COV2.fasta,sequence_156,0.8879310344827587
IGLM_sars_COV2.fasta,sequence_157,0.868421052631579
IGLM_sars_COV2.fasta,sequence_158,0.9035087719298246
IGLM_sars_COV2.fasta,sequence_159,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_160,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_161,0.8695652173913043
IGLM_sars_COV2.fasta,sequence_162,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_163,0.8761061946902655
IGLM_sars_COV2.fasta,sequence_164,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_165,0.8487394957983193
IGLM_sars_COV2.fasta,sequence_166,0.8706896551724138
IGLM_sars_COV2.fasta,sequence_167,0.8771929824561403
IGLM_sars_COV2.fasta,sequence_168,0.9375
IGLM_sars_COV2.fasta,sequence_169,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_170,0.9130434782608695
IGLM_sars_COV2.fasta,sequence_171,0.8717948717948718
IGLM_sars_COV2.fasta,sequence_172,0.9043478260869565
IGLM_sars_COV2.fasta,sequence_173,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_174,0.9646017699115044
IGLM_sars_COV2.fasta,sequence_175,0.8888888888888888
IGLM_sars_COV2.fasta,sequence_176,0.9292035398230089
IGLM_sars_COV2.fasta,sequence_177,0.8559322033898306
IGLM_sars_COV2.fasta,sequence_178,0.8559322033898306
IGLM_sars_COV2.fasta,sequence_179,0.8362068965517241
IGLM_sars_COV2.fasta,sequence_180,0.8928571428571429
IGLM_sars_COV2.fasta,sequence_181,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_182,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_183,0.8793103448275862
IGLM_sars_COV2.fasta,sequence_184,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_185,0.8849557522123894
IGLM_sars_COV2.fasta,sequence_186,0.9107142857142857
IGLM_sars_COV2.fasta,sequence_187,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_188,0.8782608695652174
IGLM_sars_COV2.fasta,sequence_189,0.8782608695652174
IGLM_sars_COV2.fasta,sequence_190,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_191,0.8695652173913043
IGLM_sars_COV2.fasta,sequence_192,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_193,0.9203539823008849
IGLM_sars_COV2.fasta,sequence_194,0.9369369369369369
IGLM_sars_COV2.fasta,sequence_195,0.911504424778761
IGLM_sars_COV2.fasta,sequence_196,0.8290598290598291
IGLM_sars_COV2.fasta,sequence_197,0.9196428571428571
IGLM_sars_COV2.fasta,sequence_198,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_199,0.911504424778761
IGLM_sars_COV2.fasta,sequence_200,0.8706896551724138
IGLM_sars_COV2.fasta,sequence_201,0.9051724137931034
IGLM_sars_COV2.fasta,sequence_202,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_203,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_204,0.868421052631579
IGLM_sars_COV2.fasta,sequence_205,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_206,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_207,0.8559322033898306
IGLM_sars_COV2.fasta,sequence_208,0.9279279279279279
IGLM_sars_COV2.fasta,sequence_209,0.8706896551724138
IGLM_sars_COV2.fasta,sequence_210,0.9026548672566371
IGLM_sars_COV2.fasta,sequence_211,0.896551724137931
IGLM_sars_COV2.fasta,sequence_212,0.8333333333333334
IGLM_sars_COV2.fasta,sequence_213,0.8771929824561403
IGLM_sars_COV2.fasta,sequence_214,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_215,0.853448275862069
IGLM_sars_COV2.fasta,sequence_216,0.896551724137931
IGLM_sars_COV2.fasta,sequence_217,0.9298245614035088
IGLM_sars_COV2.fasta,sequence_218,0.8717948717948718
IGLM_sars_COV2.fasta,sequence_219,0.9196428571428571
IGLM_sars_COV2.fasta,sequence_220,0.8559322033898306
IGLM_sars_COV2.fasta,sequence_221,0.9107142857142857
IGLM_sars_COV2.fasta,sequence_222,0.8793103448275862
IGLM_sars_COV2.fasta,sequence_223,0.9375
IGLM_sars_COV2.fasta,sequence_224,0.8728813559322034
IGLM_sars_COV2.fasta,sequence_225,0.8974358974358975
IGLM_sars_COV2.fasta,sequence_226,0.9285714285714286
IGLM_sars_COV2.fasta,sequence_227,0.8879310344827587
IGLM_sars_COV2.fasta,sequence_228,0.868421052631579
IGLM_sars_COV2.fasta,sequence_229,0.9107142857142857
IGLM_sars_COV2.fasta,sequence_230,0.8620689655172413
IGLM_sars_COV2.fasta,sequence_231,0.8717948717948718
IGLM_sars_COV2.fasta,sequence_232,0.8695652173913043
IGLM_sars_COV2.fasta,sequence_233,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_234,0.8828828828828829
IGLM_sars_COV2.fasta,sequence_235,0.8620689655172413
IGLM_sars_COV2.fasta,sequence_236,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_237,0.868421052631579
IGLM_sars_COV2.fasta,sequence_238,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_239,0.8429752066115702
IGLM_sars_COV2.fasta,sequence_240,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_241,0.8793103448275862
IGLM_sars_COV2.fasta,sequence_242,0.9210526315789473
IGLM_sars_COV2.fasta,sequence_243,0.8461538461538461
IGLM_sars_COV2.fasta,sequence_244,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_245,0.9107142857142857
IGLM_sars_COV2.fasta,sequence_246,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_247,0.9285714285714286
IGLM_sars_COV2.fasta,sequence_248,0.9210526315789473
IGLM_sars_COV2.fasta,sequence_249,0.8771929824561403
IGLM_sars_COV2.fasta,sequence_250,0.8782608695652174
IGLM_sars_COV2.fasta,sequence_251,0.8879310344827587
IGLM_sars_COV2.fasta,sequence_252,0.9363636363636364
IGLM_sars_COV2.fasta,sequence_253,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_254,0.8793103448275862
IGLM_sars_COV2.fasta,sequence_255,0.918918918918919
IGLM_sars_COV2.fasta,sequence_256,0.8389830508474576
IGLM_sars_COV2.fasta,sequence_257,0.868421052631579
IGLM_sars_COV2.fasta,sequence_258,0.8706896551724138
IGLM_sars_COV2.fasta,sequence_259,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_260,0.9107142857142857
IGLM_sars_COV2.fasta,sequence_261,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_262,0.8672566371681416
IGLM_sars_COV2.fasta,sequence_263,0.8571428571428571
IGLM_sars_COV2.fasta,sequence_264,0.9026548672566371
IGLM_sars_COV2.fasta,sequence_265,0.8559322033898306
IGLM_sars_COV2.fasta,sequence_266,0.853448275862069
IGLM_sars_COV2.fasta,sequence_267,0.8849557522123894
IGLM_sars_COV2.fasta,sequence_268,0.9459459459459459
IGLM_sars_COV2.fasta,sequence_269,0.896551724137931
IGLM_sars_COV2.fasta,sequence_270,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_271,0.8695652173913043
IGLM_sars_COV2.fasta,sequence_272,0.8813559322033898
IGLM_sars_COV2.fasta,sequence_273,0.8974358974358975
IGLM_sars_COV2.fasta,sequence_274,0.8888888888888888
IGLM_sars_COV2.fasta,sequence_275,0.8771929824561403
IGLM_sars_COV2.fasta,sequence_276,0.911504424778761
IGLM_sars_COV2.fasta,sequence_277,0.896551724137931
IGLM_sars_COV2.fasta,sequence_278,0.8761061946902655
IGLM_sars_COV2.fasta,sequence_279,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_280,0.8793103448275862
IGLM_sars_COV2.fasta,sequence_281,0.911504424778761
IGLM_sars_COV2.fasta,sequence_282,0.8869565217391304
IGLM_sars_COV2.fasta,sequence_283,0.8793103448275862
IGLM_sars_COV2.fasta,sequence_284,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_285,0.8660714285714286
IGLM_sars_COV2.fasta,sequence_286,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_287,0.868421052631579
IGLM_sars_COV2.fasta,sequence_288,0.9107142857142857
IGLM_sars_COV2.fasta,sequence_289,0.8956521739130435
IGLM_sars_COV2.fasta,sequence_290,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_291,0.8771929824561403
IGLM_sars_COV2.fasta,sequence_292,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_293,0.8928571428571429
IGLM_sars_COV2.fasta,sequence_294,0.9122807017543859
IGLM_sars_COV2.fasta,sequence_295,0.8761061946902655
IGLM_sars_COV2.fasta,sequence_296,0.8608695652173913
IGLM_sars_COV2.fasta,sequence_297,0.8869565217391304
IGLM_sars_COV2.fasta,sequence_298,0.9203539823008849
IGLM_sars_COV2.fasta,sequence_299,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_300,0.8869565217391304
IGLM_sars_COV2.fasta,sequence_301,0.8717948717948718
IGLM_sars_COV2.fasta,sequence_302,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_303,0.8849557522123894
IGLM_sars_COV2.fasta,sequence_304,0.8620689655172413
IGLM_sars_COV2.fasta,sequence_305,0.8632478632478633
IGLM_sars_COV2.fasta,sequence_306,0.853448275862069
IGLM_sars_COV2.fasta,sequence_307,0.9107142857142857
IGLM_sars_COV2.fasta,sequence_308,0.8782608695652174
IGLM_sars_COV2.fasta,sequence_309,0.8512396694214877
IGLM_sars_COV2.fasta,sequence_310,0.8620689655172413
IGLM_sars_COV2.fasta,sequence_311,0.8672566371681416
IGLM_sars_COV2.fasta,sequence_312,0.8416666666666667
IGLM_sars_COV2.fasta,sequence_313,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_314,0.8928571428571429
IGLM_sars_COV2.fasta,sequence_315,0.8879310344827587
IGLM_sars_COV2.fasta,sequence_316,0.911504424778761
IGLM_sars_COV2.fasta,sequence_317,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_318,0.911504424778761
IGLM_sars_COV2.fasta,sequence_319,0.8849557522123894
IGLM_sars_COV2.fasta,sequence_320,0.8706896551724138
IGLM_sars_COV2.fasta,sequence_321,0.8782608695652174
IGLM_sars_COV2.fasta,sequence_322,0.853448275862069
IGLM_sars_COV2.fasta,sequence_323,0.868421052631579
IGLM_sars_COV2.fasta,sequence_324,0.8956521739130435
IGLM_sars_COV2.fasta,sequence_325,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_326,0.8389830508474576
IGLM_sars_COV2.fasta,sequence_327,0.8793103448275862
IGLM_sars_COV2.fasta,sequence_328,0.9292035398230089
IGLM_sars_COV2.fasta,sequence_329,0.8823529411764706
IGLM_sars_COV2.fasta,sequence_330,0.9107142857142857
IGLM_sars_COV2.fasta,sequence_331,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_332,0.8596491228070176
IGLM_sars_COV2.fasta,sequence_333,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_334,0.8706896551724138
IGLM_sars_COV2.fasta,sequence_335,0.8849557522123894
IGLM_sars_COV2.fasta,sequence_336,0.9196428571428571
IGLM_sars_COV2.fasta,sequence_337,0.8879310344827587
IGLM_sars_COV2.fasta,sequence_338,0.853448275862069
IGLM_sars_COV2.fasta,sequence_339,0.9009009009009009
IGLM_sars_COV2.fasta,sequence_340,0.8782608695652174
IGLM_sars_COV2.fasta,sequence_341,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_342,0.8728813559322034
IGLM_sars_COV2.fasta,sequence_343,0.918918918918919
IGLM_sars_COV2.fasta,sequence_344,0.8793103448275862
IGLM_sars_COV2.fasta,sequence_345,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_346,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_347,0.8632478632478633
IGLM_sars_COV2.fasta,sequence_348,0.9130434782608695
IGLM_sars_COV2.fasta,sequence_349,0.8608695652173913
IGLM_sars_COV2.fasta,sequence_350,0.9107142857142857
IGLM_sars_COV2.fasta,sequence_351,0.8771929824561403
IGLM_sars_COV2.fasta,sequence_352,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_353,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_354,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_355,0.8596491228070176
IGLM_sars_COV2.fasta,sequence_356,0.8803418803418803
IGLM_sars_COV2.fasta,sequence_357,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_358,0.8761061946902655
IGLM_sars_COV2.fasta,sequence_359,0.9035087719298246
IGLM_sars_COV2.fasta,sequence_360,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_361,0.911504424778761
IGLM_sars_COV2.fasta,sequence_362,0.9203539823008849
IGLM_sars_COV2.fasta,sequence_363,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_364,0.8869565217391304
IGLM_sars_COV2.fasta,sequence_365,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_366,0.9122807017543859
IGLM_sars_COV2.fasta,sequence_367,0.8849557522123894
IGLM_sars_COV2.fasta,sequence_368,0.9196428571428571
IGLM_sars_COV2.fasta,sequence_369,0.847457627118644
IGLM_sars_COV2.fasta,sequence_370,0.8632478632478633
IGLM_sars_COV2.fasta,sequence_371,0.911504424778761
IGLM_sars_COV2.fasta,sequence_372,0.9203539823008849
IGLM_sars_COV2.fasta,sequence_373,0.864406779661017
IGLM_sars_COV2.fasta,sequence_374,0.868421052631579
IGLM_sars_COV2.fasta,sequence_375,0.8728813559322034
IGLM_sars_COV2.fasta,sequence_376,0.8859649122807017
IGLM_sars_COV2.fasta,sequence_377,0.8782608695652174
IGLM_sars_COV2.fasta,sequence_378,0.8782608695652174
IGLM_sars_COV2.fasta,sequence_379,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_380,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_381,0.8706896551724138
IGLM_sars_COV2.fasta,sequence_382,0.8695652173913043
IGLM_sars_COV2.fasta,sequence_383,0.8956521739130435
IGLM_sars_COV2.fasta,sequence_384,0.9099099099099099
IGLM_sars_COV2.fasta,sequence_385,0.9459459459459459
IGLM_sars_COV2.fasta,sequence_386,0.8660714285714286
IGLM_sars_COV2.fasta,sequence_387,0.8803418803418803
IGLM_sars_COV2.fasta,sequence_388,0.9026548672566371
IGLM_sars_COV2.fasta,sequence_389,0.8869565217391304
IGLM_sars_COV2.fasta,sequence_390,0.8487394957983193
IGLM_sars_COV2.fasta,sequence_391,0.9035087719298246
IGLM_sars_COV2.fasta,sequence_392,0.9026548672566371
IGLM_sars_COV2.fasta,sequence_393,0.8869565217391304
IGLM_sars_COV2.fasta,sequence_394,0.8956521739130435
IGLM_sars_COV2.fasta,sequence_395,0.8608695652173913
IGLM_sars_COV2.fasta,sequence_396,0.8782608695652174
IGLM_sars_COV2.fasta,sequence_397,0.9009009009009009
IGLM_sars_COV2.fasta,sequence_398,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_399,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_400,0.9009009009009009
IGLM_sars_COV2.fasta,sequence_401,0.918918918918919
IGLM_sars_COV2.fasta,sequence_402,0.8771929824561403
IGLM_sars_COV2.fasta,sequence_403,0.9369369369369369
IGLM_sars_COV2.fasta,sequence_404,0.8706896551724138
IGLM_sars_COV2.fasta,sequence_405,0.918918918918919
IGLM_sars_COV2.fasta,sequence_406,0.9009009009009009
IGLM_sars_COV2.fasta,sequence_407,0.8869565217391304
IGLM_sars_COV2.fasta,sequence_408,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_409,0.8869565217391304
IGLM_sars_COV2.fasta,sequence_410,0.868421052631579
IGLM_sars_COV2.fasta,sequence_411,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_412,0.9009009009009009
IGLM_sars_COV2.fasta,sequence_413,0.9203539823008849
IGLM_sars_COV2.fasta,sequence_414,0.8983050847457628
IGLM_sars_COV2.fasta,sequence_415,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_416,0.8956521739130435
IGLM_sars_COV2.fasta,sequence_417,0.868421052631579
IGLM_sars_COV2.fasta,sequence_418,0.911504424778761
IGLM_sars_COV2.fasta,sequence_419,0.8803418803418803
IGLM_sars_COV2.fasta,sequence_420,0.8849557522123894
IGLM_sars_COV2.fasta,sequence_421,0.8849557522123894
IGLM_sars_COV2.fasta,sequence_422,0.972972972972973
IGLM_sars_COV2.fasta,sequence_423,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_424,0.8695652173913043
IGLM_sars_COV2.fasta,sequence_425,0.8947368421052632
IGLM_sars_COV2.fasta,sequence_426,0.868421052631579
IGLM_sars_COV2.fasta,sequence_427,0.8803418803418803
IGLM_sars_COV2.fasta,sequence_428,0.9026548672566371
IGLM_sars_COV2.fasta,sequence_429,0.9099099099099099
IGLM_sars_COV2.fasta,sequence_430,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_431,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_432,0.8782608695652174
IGLM_sars_COV2.fasta,sequence_433,0.8596491228070176
IGLM_sars_COV2.fasta,sequence_434,0.8521739130434782
IGLM_sars_COV2.fasta,sequence_435,0.8839285714285714
IGLM_sars_COV2.fasta,sequence_436,0.8632478632478633
IGLM_sars_COV2.fasta,sequence_437,0.9
IGLM_sars_COV2.fasta,sequence_438,0.8828828828828829
IGLM_sars_COV2.fasta,sequence_439,0.9107142857142857
IGLM_sars_COV2.fasta,sequence_440,0.8761061946902655
IGLM_sars_COV2.fasta,sequence_441,0.8782608695652174
IGLM_sars_COV2.fasta,sequence_442,0.8695652173913043
IGLM_sars_COV2.fasta,sequence_443,0.8448275862068966
IGLM_sars_COV2.fasta,sequence_444,0.8869565217391304
IGLM_sars_COV2.fasta,sequence_445,0.8547008547008547
IGLM_sars_COV2.fasta,sequence_446,0.9217391304347826
IGLM_sars_COV2.fasta,sequence_447,0.8938053097345132
IGLM_sars_COV2.fasta,sequence_448,0.8869565217391304
IGLM_sars_COV2.fasta,sequence_449,0.896551724137931
IGLM_sars_COV2.fasta,sequence_450,0.8771929824561403
IGLM_sars_COV2.fasta,sequence_451,0.9122807017543859
IGLM_sars_COV2.fasta,sequence_452,0.9017857142857143
IGLM_sars_COV2.fasta,sequence_453,0.9099099099099099
